City;Latitude;Longitude;Country;Population
Nandi;-177996;1774166;Fiji;42284
Labasa;-164166;1793833;Fiji;24187
Helsinki;601756;249341;Finland;1115000
Tampere;615000;237500;Finland;259279
Turku;604539;222550;Finland;175945
Oulu;650000;254700;Finland;136752
Lahti;609939;256649;Finland;98826
Jyvaskyla;622603;257500;Finland;98136
Kuopio;628943;276949;Finland;91900
Pori;614789;217749;Finland;76772
Lappeenranta;610671;281833;Finland;59276
Vaasa;631000;216000;Finland;57014
Joensuu;626000;297666;Finland;53388
Hameenlinna;609970;244720;Finland;47261
Kokkola;638333;231167;Finland;46714
Mikkeli;616900;272850;Finland;46550
Rovaniemi;665000;257159;Finland;34781
Kouvola;608760;267090;Finland;31133
Savonlinna;618666;288833;Finland;27353
Kemi;657333;245817;Finland;22641
Porvoo;604004;256660;Finland;12242
Sodankyla;674171;266000;Finland;8942
Kemijarvi;666667;274167;Finland;8883
Paris;488667;23333;France;9904000
Lyon;457700;48300;France;1423000
Marseille;432900;53750;France;1400000
Lille;506500;30800;France;1044000
Nice;437150;72650;France;927000
Toulouse;436200;14499;France;847000
Bordeaux;448500;-5950;France;803000
Rouen;494304;10800;France;532559
Strasbourg;485800;77500;France;439972
Nantes;472104;-15900;France;438537
Metz;491203;61800;France;409186
Grenoble;451804;57200;France;388574
Toulon;431342;59188;France;357693
Montpellier;436104;38700;France;327254
Nancy;486837;62000;France;268976
Saint-Etienne;454304;43800;France;265684
Melun;485333;26666;France;249432
Le Havre;495050;1050;France;242124
Tours;473804;6999;France;236096
Clermont-Ferrand;457800;30800;France;233050
Orleans;479004;19000;France;217301
Mulhouse;477504;73500;France;215454
Rennes;481000;-16700;France;209375
Reims;492504;40300;France;196565
Caen;491838;-3500;France;190099
Angers;474800;-5300;France;188380
Dijon;473304;50300;France;169946
Nimes;438304;43500;France;169547
Limoges;458300;12500;France;152199
Aix-en-Provence;435200;54500;France;146821
Perpignan;427000;29000;France;146620
Biarritz;434733;-15616;France;145348
Brest;483904;-44950;France;144899
Le Mans;480004;1000;France;144515
Amiens;499004;23000;France;143086
Besancon;472300;60300;France;128426
Annecy;459000;61167;France;105749
Calais;509504;18333;France;92201
Poitier;465833;3333;France;85960
Versailles;488005;21333;France;85416
Lorient;477504;-33666;France;84952
Beziers;433505;32100;France;81438
La Rochelle;461667;-11500;France;76997
Roanne;460333;40667;France;73315
Bourges;470837;24000;France;72340
Arras;502833;27833;France;64165
Troyes;483404;40834;France;61703
Cherbourg;496504;-16500;France;60991
Agen;442004;6333;France;58223
Brive;451504;15333;France;55448
Tarbes;432333;833;France;54854
Ajaccio;419271;87283;France;54364
St.-Brieuc;485167;-27833;France;53223
Nevers;469837;31667;France;45929
Vichy;461171;34167;France;43158
Dieppe;499337;10833;France;42461
Auxerre;478004;35666;France;41516
Bastia;427032;94500;France;41001
Cayenne;49330;-523300;French Guiana;61550
Saint-Laurent-du-Maroni;54976;-540325;French Guiana;24287
Kourou;51600;-526499;French Guiana;24029
Sinnamary;53800;-529600;French Guiana;3180
Saint-Georges;39105;-518100;French Guiana;2742
Roura;47300;-523300;French Guiana;2229
Iracoubo;54804;-532200;French Guiana;1536
Papeete;-175334;-1495667;French Polynesia;131695
Libreville;3854;94580;Gabon;578156
Port-Gentil;-7200;87800;Gabon;116836
Oyem;16166;115833;Gabon;43423
Franceville;-16333;135833;Gabon;42967
Moanda;-15655;132000;Gabon;30151
Mouila;-18662;110167;Gabon;28000
Lambarene;-6996;102166;Gabon;25310
Tchibanga;-28570;110270;Gabon;19365
Bitam;20837;114834;Gabon;17637
Makokou;5671;128666;Gabon;17070
Koulamoutou;-11329;124833;Gabon;16222
Gamba;-26500;100000;Gabon;9928
Okandja;-6829;137833;Gabon;7155
Ndende;-23829;113833;Gabon;6200
Mitzik;7837;115666;Gabon;4111
Mayumba;-34166;106500;Gabon;3996
Mekambo;10171;139333;Gabon;3170
Omboue;-15662;92500;Gabon;1667
Bifoum;-3329;103832;Gabon;134
Brikama;132804;-166599;Gambia, The;195136
Banjul;134539;-165917;Gambia, The;43094
Mansa Konko;133773;-156786;Gambia, The;18672
Basse Santa Su;133100;-142230;Gambia, The;14380
Bansang;134336;-146500;Gambia, The;7615
Georgetown;135510;-147670;Gambia, The;3584
Kerewan;134940;-160950;Gambia, The;2751
Tbilisi;417250;447908;Georgia;1100000
Kutaisi;422500;427300;Georgia;183945
Rustavi;415704;450500;Georgia;157063
Batumi;416000;416300;Georgia;155542
Sukhumi;430200;410200;Georgia;81546
Poti;421557;416716;Georgia;47149
Tskhinvali;422325;439750;Georgia;38502
Berlin;525218;134015;Germany;3406000
Stuttgart;487800;92000;Germany;2944700
Frankfurt;501000;86750;Germany;2895000
Mannheim;495004;84700;Germany;2362000
Hamburg;535500;100000;Germany;1757000
Essen;514500;70166;Germany;1742135
Duisburg;514300;67500;Germany;1276757
Munich;481299;115750;Germany;1275000
Dusseldorf;512204;67800;Germany;1220000
Cologne;509300;69500;Germany;1004000
Wuppertal;512500;71700;Germany;776525
Saarbrucken;492504;69700;Germany;770001
Nurnberg;494500;110800;Germany;737304
Bremen;530800;88000;Germany;724909
Hannover;523670;97167;Germany;722490
Bonn;507205;70800;Germany;680543
Dresden;510500;137500;Germany;617515
Wiesbaden;500804;82500;Germany;617126
Dortmund;515300;74500;Germany;588462
Leipzig;513354;124100;Germany;542529
Heidelberg;494200;87000;Germany;426590
Karlsruhe;490000;84000;Germany;377487
Augsburg;483500;109000;Germany;358989
Bielefeld;520300;85300;Germany;331906
Koblenz;503505;76000;Germany;312633
Chemnitz;508300;129200;Germany;302643
Kassel;513000;95000;Germany;289924
Munster;519704;76200;Germany;270184
Kiel;543304;101300;Germany;269427
Freiburg;480004;78699;Germany;254889
Braunschweig;522500;105000;Germany;244715
Furth;494700;110000;Germany;237844
Lubeck;538704;106700;Germany;235390
Osnabruck;522804;80500;Germany;231268
Magdeburg;521304;116200;Germany;229826
Potsdam;524004;130700;Germany;218095
Erfurt;509701;110300;Germany;203254
Rostock;540704;121500;Germany;203080
Mainz;499825;82732;Germany;184997
Ulm;484004;100000;Germany;172955
Wurzburg;498004;99500;Germany;168561
Oldenburg;531300;82200;Germany;167458
Regensburg;490204;121200;Germany;164359
Ingolstadt;487704;114500;Germany;163325
Gottingen;515204;99200;Germany;139419
Bremerhaven;535504;85800;Germany;137751
Cottbus;517704;143300;Germany;105067
Jena;509304;115800;Germany;104712
Gera;508704;120700;Germany;104659
Flensburg;547837;94333;Germany;97930
